Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Latitude,Longitude
Maurice,MUS,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,47.07,43.35,43.16,38.78,35.43,38.84,35.57,36.45,33.53,20.95,20.42,20.08,17.93,18.9,19.08,17.65,16.41,15.69,12.73,12.78,12.77,12.01,11.45,11.39,10.59,11.49,10.33,9.42,9.19,8.94,9.41,-20.348404,57.552152
Malawi,MWI,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,84.0,82.63,82.71,81.33,82.02,81.69,81.43,81.2,81.9,81.03,82.62,83.13,83.3,82.83,82.45,83.17,82.8,82.21,80.39,80.01,81.21,80.17,80.2,79.76,82.78,80.98,78.91,76.92,73.19,72.1,70.26,-13.254308,34.301525
Malaisie,MYS,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,8.42,7.69,6.99,6.78,6.91,6.16,4.9,4.21,4.58,4.92,4.44,4.26,3.57,3.33,3.22,3.01,3.13,2.85,3.04,2.27,1.96,2.16,2.52,2.75,3.03,3.41,4.43,5.22,5.31,5.59,5.84,4.210484,101.975766
Namibie,NAM,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,,42.54,40.32,38.07,32.85,32.13,31.42,30.54,31.69,32.69,34.73,30.32,33.7,33.26,34.78,34.54,35.72,36.52,32.49,33.36,31.21,31.62,31.87,30.7,30.19,29.32,29.21,30.21,30.85,30.23,31.3,-22.95764,18.49041
Nouvelle-Calédonie,NCL,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,10.58,7.85,7.02,5.79,5.84,4.8,7.07,8.03,8.48,9.48,7.54,6.72,5.28,4.93,5.2,5.08,4.52,5.82,7.78,6.95,4.85,5.93,6.17,6.56,4.29,5.09,3.7,5.08,4.62,5.23,6.04,-20.904305,165.618042
Niger,NER,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,91.36,92.14,92.81,92.03,92.57,93.41,91.88,93.54,93.13,92.97,87.62,87.7,87.74,86.97,86.99,87.54,87.43,86.17,86.06,83.25,80.67,77.23,72.71,78.7,78.08,78.88,80.25,82.01,81.97,80.74,81.91,17.607789,8.081666
Nigéria,NGA,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,87.78,86.51,84.52,86.33,88.61,88.03,87.11,85.56,87.15,87.15,86.21,84.67,84.6,82.95,84.05,84.01,85.93,87.28,86.25,88.68,86.46,84.63,84.57,82.19,80.64,82.18,82.02,82.32,81.64,80.81,82.51,9.081999,8.675277
Nicaragua,NIC,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,68.83,70.59,67.17,67.65,64.57,64.59,63.92,62.8,60.47,59.44,58.42,56.66,54.67,51.49,51.17,52.76,53.29,52.61,53.77,54.56,54.44,53.3,53.27,54.28,53.02,50.0,49.54,48.91,51.44,50.72,52.13,12.865416,-85.207229
Pays-Bas,NLD,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,1.18,1.15,1.19,1.19,1.24,1.25,1.27,1.48,1.55,1.63,1.73,1.76,1.92,1.91,2.22,2.74,3.12,3.68,3.94,4.38,3.85,4.69,4.9,4.94,5.53,5.75,5.62,6.39,7.44,8.61,10.79,52.132633,5.291266
Norvège,NOR,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,59.17,60.78,61.37,61.09,60.39,60.04,57.85,58.83,59.51,59.41,60.18,59.59,59.47,56.23,56.85,58.56,57.02,57.36,58.45,56.72,56.71,56.71,57.68,57.24,56.32,57.28,58.37,59.52,59.74,60.6,61.29,60.472024,8.468946
Népal,NPL,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,95.12,94.19,94.16,93.55,92.38,91.73,91.52,90.71,90.49,88.05,88.29,87.76,89.95,89.44,90.3,89.52,91.25,91.31,90.47,88.93,87.29,86.95,84.7,86.05,84.06,85.04,79.2,76.41,74.29,77.18,74.54,28.394857,84.124008
Nauru,NRU,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.08,0.04,0.03,0.05,0.07,0.06,0.05,0.1,0.18,0.6,0.66,0.62,1.4,-0.522778,166.931503
Nouvelle-Zélande,NZL,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,27.97,27.57,25.58,27.27,28.17,28.73,27.63,25.88,27.27,26.43,26.44,24.64,26.56,25.9,28.21,26.79,27.0,27.05,26.13,28.47,29.37,30.31,28.76,28.29,28.99,29.32,30.09,28.4,28.93,27.93,28.61,-40.900557,174.885971
Oman,OMN,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.05,21.512583,55.923255
Pakistan,PAK,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,57.5,58.09,55.98,54.15,54.2,53.13,52.17,51.94,51.61,50.24,51.05,51.54,51.39,50.09,47.93,47.96,47.04,44.85,46.63,46.43,47.4,46.76,47.2,48.13,47.22,45.88,43.69,42.1,43.36,45.88,46.6,30.375321,69.345116
Panama,PAN,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,43.02,40.7,39.67,39.88,37.78,34.76,36.83,36.53,31.44,33.72,27.67,24.04,28.71,27.45,28.21,22.77,22.09,22.79,23.36,20.37,20.65,19.73,21.25,20.71,19.78,21.9,22.1,23.6,24.44,18.91,28.43,8.537981,-80.782127
Pérou,PER,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,39.43,39.92,37.31,37.08,35.94,33.28,31.72,31.74,39.38,36.69,38.57,41.23,40.21,40.91,37.83,38.35,38.7,36.05,33.71,32.92,32.17,30.63,30.8,28.35,28.56,27.43,27.2,27.59,27.89,27.14,31.62,-9.189967,-75.015152
Philippines,PHL,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,49.28,51.05,47.53,43.91,42.92,37.62,35.71,33.24,32.76,33.55,33.84,32.8,31.76,30.81,30.1,31.22,33.17,32.26,33.73,33.97,32.6,33.71,34.06,33.05,32.33,30.75,28.51,27.69,27.53,26.8,29.06,12.879721,121.774017
Palaos,PLW,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.37,0.57,0.56,0.59,0.86,0.87,7.51498,134.58252
Papouasie-Nouvelle-Guinée,PNG,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,71.65,71.67,71.59,71.25,69.4,70.73,69.93,68.67,67.69,68.71,66.38,63.44,62.49,60.4,57.48,58.56,58.86,57.13,56.93,56.02,55.25,54.73,55.45,58.27,56.82,55.15,54.56,54.45,52.96,53.12,54.28,-6.314993,143.95555
Pologne,POL,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,2.5,2.06,2.3,6.13,6.2,6.33,5.87,5.98,6.54,6.41,6.93,7.29,7.49,7.29,7.31,7.22,7.18,7.28,8.01,8.84,9.49,10.44,10.91,11.41,11.58,11.87,11.34,11.13,15.05,15.62,16.14,51.919438,19.145136
Porto Rico,PRI,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,1.75,1.79,1.77,0.8,0.25,0.53,0.74,0.46,0.52,0.72,0.55,0.54,0.5,0.5,0.5,0.56,0.48,0.49,0.51,0.52,0.69,0.66,0.53,1.38,1.65,1.86,1.89,2.26,1.36,2.42,2.46,18.220833,-66.590149
Corée,PRK,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),,7.19,7.53,7.74,8.0,8.99,9.6,10.2,9.64,9.89,9.38,8.72,8.62,9.02,9.26,9.37,9.23,8.96,10.9,10.2,12.42,13.61,18.27,17.83,24.05,21.23,23.31,23.27,11.98,13.19,11.31,,40.339852,127.510093
Portugal,PRT,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,26.95,25.79,22.4,24.37,24.95,23.74,25.35,24.55,22.43,19.02,20.12,20.83,18.28,22.09,19.87,18.07,22.33,23.15,23.19,24.9,27.83,27.22,25.52,30.17,30.46,27.21,29.0,24.42,27.47,28.19,31.21,39.399872,-8.224454
Paraguay,PRY,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,78.51,79.15,75.73,72.62,69.88,70.17,70.76,69.52,67.44,65.88,70.41,69.84,67.68,67.05,66.75,68.81,66.46,68.44,65.81,65.36,63.61,62.46,63.43,62.55,62.54,60.51,62.49,60.12,59.24,60.09,61.44,-23.442503,-58.443832
Cisjordanie et Gaza,PSE,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,22.08,21.96,21.53,21.26,20.97,20.96,20.24,17.18,16.36,15.89,17.52,17.12,21.8,21.68,23.08,22.78,18.08,20.48,20.1,16.54,14.06,15.42,12.24,11.74,10.76,10.99,12.32,10.51,12.73,13.86,15.02,31.952162,35.233154
Polynésie française,PYF,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,4.26,4.32,6.91,7.21,6.82,8.28,7.4,7.43,10.13,7.08,8.79,6.74,6.22,7.19,7.71,7.98,10.1,9.76,9.33,9.32,7.47,6.89,6.64,6.49,7.45,7.83,8.08,8.07,7.72,7.67,8.13,-17.679742,-149.406843
Qatar,QAT,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.25,0.25,0.08,0.05,0.05,0.11,0.1,0.07,0.07,0.09,0.08,0.14,0.07,0.05,0.03,0.03,0.1,0.07,0.11,0.07,0.13,0.14,0.04,0.04,0.05,0.05,0.06,0.07,0.05,0.06,0.06,25.354826,51.183884
Roumanie,ROU,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,3.36,4.97,5.61,7.2,7.64,8.6,11.92,15.75,16.28,17.74,16.37,13.4,14.4,15.67,17.28,18.48,17.39,18.16,20.4,22.15,24.08,21.1,21.53,23.07,24.31,23.67,24.4,23.35,23.03,23.54,24.06,45.943161,24.96676
Fédération de Russie,RUS,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,3.75,3.77,3.98,4.04,3.87,3.87,3.69,3.75,3.58,3.82,3.5,3.62,3.46,3.28,3.55,3.61,3.48,3.67,3.31,3.6,3.34,3.23,3.24,3.61,3.3,3.2,3.36,3.25,3.18,3.22,3.72,61.52401,105.318756
Fédération de Russie,RUS,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,3.75,3.77,3.98,4.04,3.87,3.87,3.69,3.75,3.58,3.82,3.5,3.62,3.46,3.28,3.55,3.61,3.48,3.67,3.31,3.6,3.34,3.23,3.24,3.61,3.3,3.2,3.36,3.25,3.18,3.22,3.72,61.52401,105.318756
Rwanda,RWA,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,80.09,81.83,81.56,81.33,78.54,88.36,89.15,91.12,90.81,90.76,86.78,86.89,87.13,87.3,87.55,89.25,90.59,90.31,90.63,90.54,90.47,89.7,88.78,88.47,87.95,86.31,85.5,84.46,82.82,81.8,81.7,-1.940278,29.873888
Arabie saoudite,SAU,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.04,0.04,0.02,0.02,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.06,23.885942,45.079162
Soudan,SDN,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,73.27,76.17,77.4,85.63,79.49,81.47,83.61,80.53,81.9,80.85,80.42,79.38,76.76,77.0,75.4,72.28,69.25,65.62,63.49,63.1,61.31,63.66,63.74,64.3,63.77,61.91,58.85,59.38,59.74,59.64,62.13,12.862807,30.217636
Sénégal,SEN,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,55.55,55.28,53.67,55.09,54.75,53.18,52.47,50.68,48.03,45.85,47.52,45.83,43.76,43.66,39.88,40.32,43.35,40.01,39.81,51.31,49.55,47.97,49.6,42.69,42.53,39.11,36.72,37.93,36.01,36.89,38.64,14.497401,-14.452362
Singapour,SGP,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.19,0.5,0.53,0.52,0.48,0.45,0.46,0.43,0.43,0.43,0.33,0.6,0.58,0.58,0.53,0.54,0.52,0.5,0.53,0.48,0.47,0.48,0.51,0.56,0.59,0.65,0.71,0.7,0.78,0.89,0.92,1.352083,103.819836
Îles Salomon,SLB,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,60.16,58.97,57.7,56.11,54.45,54.09,52.5,53.13,52.46,55.27,55.26,54.14,52.82,51.46,49.91,49.7,48.93,47.42,46.69,45.79,45.07,43.61,43.82,41.83,45.89,48.64,48.7,48.98,48.64,48.36,49.01,-9.64571,160.156194
Sierra Leone,SLE,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,92.33,91.8,92.53,92.97,92.72,93.83,94.3,94.51,94.63,94.96,93.32,91.16,87.96,86.54,86.54,88.11,84.37,86.35,86.04,86.14,84.89,81.0,79.06,74.62,73.04,74.03,73.61,74.58,75.86,75.44,75.07,8.460555,-11.779889
El Salvador,SLV,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,67.14,64.73,61.69,59.34,57.19,54.71,56.93,53.01,51.72,51.03,33.51,33.11,34.02,33.85,33.33,34.08,34.76,28.24,31.5,32.2,32.62,29.52,30.27,27.54,23.95,21.03,20.71,24.99,23.21,19.38,23.7,13.794185,-88.89653
Saint-Marin,SMR,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.94236,12.457777
Somalie,SOM,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,86.29,87.56,88.81,89.4,89.91,90.57,91.05,91.73,92.47,92.9,93.28,93.26,92.58,92.8,93.0,93.3,93.47,93.02,93.37,93.63,93.57,93.65,93.9,94.4,94.64,94.5,94.78,94.9,94.93,95.03,95.52,5.152149,46.199616
Serbie,SRB,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,14.53,17.21,17.82,19.24,20.92,23.32,18.0,15.23,15.5,22.1,22.09,19.55,18.01,15.67,14.64,16.1,15.33,14.03,15.5,20.68,20.47,17.44,19.47,20.03,23.25,21.24,20.91,20.0,21.05,21.53,26.01,44.016521,21.005859
Soudan du Sud,SSD,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,30.56,30.13,29.26,27.49,28.67,35.13,31.55,31.56,33.22,8.0,30.0
Sao Tomé-et-Principe,STP,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,50.93,50.93,54.18,54.45,53.44,53.94,55.63,56.08,55.06,56.68,54.73,55.47,55.34,51.81,48.92,47.94,47.33,47.69,46.04,45.41,38.2,42.38,40.15,42.77,38.39,39.24,38.06,39.24,40.59,38.62,41.61,0.18636,6.613081
Sao Tomé-et-Principe,STP,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,50.93,50.93,54.18,54.45,53.44,53.94,55.63,56.08,55.06,56.68,54.73,55.47,55.34,51.81,48.92,47.94,47.33,47.69,46.04,45.41,38.2,42.38,40.15,42.77,38.39,39.24,38.06,39.24,40.59,38.62,41.61,0.18636,6.613081
Suriname,SUR,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,,,,,,,,,,,23.63,24.14,27.79,24.64,22.63,18.88,22.09,24.59,26.19,26.47,22.1,21.16,15.77,17.63,12.85,11.59,11.1,15.53,18.32,14.84,14.66,3.919305,-56.027783
République slovaque,SVK,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,2.23,2.09,2.32,4.1,4.72,4.21,3.9,3.85,3.63,3.8,3.73,6.0,5.48,5.35,6.25,6.31,6.57,8.23,7.63,10.0,10.28,10.36,10.47,10.68,12.24,13.41,13.09,12.43,12.43,17.64,17.64,48.669026,19.699024
Slovénie,SVN,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,12.35,13.13,13.9,12.36,12.34,11.49,11.09,10.23,11.09,10.95,17.96,18.67,16.31,16.9,17.77,18.58,17.36,18.35,17.63,19.57,20.07,19.14,20.22,22.48,22.91,21.38,20.96,19.71,20.63,20.86,22.4,46.151241,14.995463
Suède,SWE,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,34.06,32.46,33.23,34.39,31.36,33.92,31.36,35.51,35.53,34.63,39.82,37.38,35.85,34.56,35.49,39.3,40.08,41.75,43.2,45.71,44.7,45.43,48.29,47.27,48.61,51.91,50.89,51.82,51.56,52.87,58.4,60.128161,18.643501
Eswatini,SWZ,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,62.23,61.78,63.23,62.17,55.32,54.65,63.0,54.96,56.79,56.02,59.39,61.24,63.65,65.6,65.64,66.56,71.42,71.35,72.68,70.83,72.39,72.52,71.41,69.7,71.67,71.68,69.61,65.35,65.72,65.47,66.01,-26.522503,31.465866
Eswatini,SWZ,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,62.23,61.78,63.23,62.17,55.32,54.65,63.0,54.96,56.79,56.02,59.39,61.24,63.65,65.6,65.64,66.56,71.42,71.35,72.68,70.83,72.39,72.52,71.41,69.7,71.67,71.68,69.61,65.35,65.72,65.47,66.01,-26.522503,31.465866
Sint Maarten (Dutch part),SXM,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,18.04258,-63.056017
Seychelles,SYC,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,4.25,3.48,3.34,3.11,2.76,2.96,2.29,2.06,1.9,1.82,1.52,1.26,1.1,1.12,0.96,0.94,0.95,1.01,0.91,0.83,0.71,0.85,0.8,1.47,1.37,1.36,1.21,1.24,1.23,1.21,1.34,-4.679574,55.491977
République arabe syrienne,SYR,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,2.36,2.08,2.2,2.2,2.02,1.77,1.63,1.66,1.6,1.75,2.0,2.07,1.6,1.9,2.59,2.1,1.82,1.54,1.25,0.91,1.35,1.62,2.02,3.07,2.68,0.58,1.32,1.07,0.88,0.99,1.08,34.802075,38.996815
République arabe syrienne,SYR,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,2.36,2.08,2.2,2.2,2.02,1.77,1.63,1.66,1.6,1.75,2.0,2.07,1.6,1.9,2.59,2.1,1.82,1.54,1.25,0.91,1.35,1.62,2.02,3.07,2.68,0.58,1.32,1.07,0.88,0.99,1.08,34.802075,38.996815
Îles Turques-et-Caïques,TCA,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.8,0.53,0.33,0.52,0.53,0.52,0.6,0.51,0.53,0.52,0.45,0.43,0.38,0.39,0.39,0.36,0.35,0.33,0.33,0.34,0.34,0.37,0.37,0.37,0.36,0.38,0.37,0.35,0.41,0.5,0.51,21.694025,-71.797928
Tchad,TCD,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,89.49,89.32,89.18,89.47,89.26,89.17,89.04,88.88,88.87,88.72,88.7,88.6,88.53,83.91,84.0,83.82,83.74,82.38,79.85,79.36,79.23,80.68,76.08,72.62,72.52,72.66,72.72,72.84,73.13,72.78,73.55,15.454166,18.732207
Togo,TGO,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,78.7,82.09,85.79,91.5,81.55,81.52,73.1,79.56,77.75,73.12,77.11,82.05,78.66,74.79,76.14,77.22,79.65,79.9,76.51,63.38,65.81,69.1,72.65,76.19,81.44,81.04,80.65,78.39,76.74,76.2,76.62,8.619543,0.824782
Thaïlande,THA,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,33.51,32.99,31.77,26.39,23.82,22.56,21.03,21.11,21.5,21.15,21.82,19.89,19.91,20.21,19.89,20.11,20.53,21.61,22.63,22.83,22.83,22.96,23.56,23.21,24.41,22.65,22.43,22.25,23.7,23.95,20.83,15.870032,100.992541
Tadjikistan,TJK,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,29.63,30.99,37.37,43.95,57.25,60.58,62.66,56.82,55.8,59.72,62.41,64.07,64.15,64.58,61.41,63.73,61.57,53.79,54.61,60.58,61.83,59.98,55.8,55.12,45.89,48.11,43.67,44.23,41.58,40.07,38.75,38.861034,71.276093
Turkménistan,TKM,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.1,0.1,0.09,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.07,0.07,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,38.969719,59.556278
Timor-Leste,TLS,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.25,47.85,44.04,43.61,41.9,41.88,39.72,36.91,34.82,32.84,25.61,22.57,18.08,18.0,12.67,13.21,12.71,11.67,11.42,-8.874217,125.727539
Tonga,TON,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,1.41,1.29,1.57,1.43,1.23,1.16,1.46,1.26,1.24,1.03,2.48,2.7,2.48,2.01,2.15,2.15,1.86,2.17,1.99,1.82,1.01,1.14,1.15,1.58,1.7,1.94,2.03,1.96,1.78,1.77,1.89,-21.178986,-175.198242
Trinité-et-Tobago,TTO,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,1.19,1.3,1.28,1.34,1.26,1.18,0.99,0.93,0.9,0.86,0.76,0.71,0.69,0.6,0.6,0.54,0.55,0.45,0.46,0.49,0.38,0.38,0.37,0.36,0.35,0.37,0.43,0.42,0.46,0.43,0.47,10.691803,-61.222503
Tunisie,TUN,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,14.48,14.79,14.2,13.87,14.2,14.37,14.38,14.44,14.5,14.49,14.24,14.22,14.55,14.13,13.92,14.18,14.32,14.32,14.61,16.07,12.61,13.24,13.0,13.17,12.86,12.5,12.4,11.82,11.91,12.19,12.88,33.886917,9.537499
Turquie,TUR,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,24.37,23.98,23.98,23.55,24.05,21.9,21.04,20.69,21.53,20.47,17.29,18.12,17.49,16.29,16.78,15.34,14.23,12.48,12.53,13.12,14.21,12.68,13.03,13.8,11.51,13.34,13.23,11.4,11.83,14.12,13.72,38.963745,35.243322
Tuvalu,TUV,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.2,0.25,0.45,0.21,0.27,0.7,0.65,2.98,7.27,6.98,6.59,6.51,6.67,-7.109535,177.64933
Tanzanie,TZA,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,93.17,93.49,93.68,94.11,95.18,93.37,92.22,92.75,93.18,94.27,93.73,93.17,92.46,92.4,91.55,90.76,90.63,90.81,90.33,90.93,89.74,88.77,86.64,85.57,86.38,86.24,86.67,85.29,85.29,83.54,83.95,-6.369028,34.888822
Tanzanie,TZA,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,93.17,93.49,93.68,94.11,95.18,93.37,92.22,92.75,93.18,94.27,93.73,93.17,92.46,92.4,91.55,90.76,90.63,90.81,90.33,90.93,89.74,88.77,86.64,85.57,86.38,86.24,86.67,85.29,85.29,83.54,83.95,-6.369028,34.888822
Ouganda,UGA,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,96.78,96.79,96.86,96.95,97.45,96.73,96.47,95.65,95.17,95.21,95.01,95.22,95.35,95.28,95.02,94.11,93.82,93.74,93.73,93.87,93.18,92.79,92.95,92.55,91.84,91.07,90.81,90.73,91.47,91.62,92.91,1.373333,32.290275
Ukraine,UKR,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.65,0.7,0.6,0.89,1.1,0.98,0.9,1.02,1.58,1.45,1.25,1.23,1.03,0.99,1.21,1.27,1.75,2.39,2.72,2.96,2.88,2.74,2.86,3.49,3.5,4.15,5.48,6.48,6.92,7.44,8.72,48.379433,31.16558
Uruguay,URY,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,44.79,43.74,43.29,42.68,42.2,41.04,37.53,37.7,36.87,33.26,38.73,41.63,43.25,43.83,39.31,41.32,37.6,43.2,44.09,44.64,53.29,49.67,47.85,51.87,56.7,59.4,60.32,60.82,60.83,59.34,61.09,-32.522779,-55.765835
États-Unis,USA,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,4.18,4.51,4.76,4.28,4.09,4.73,4.76,4.51,4.53,5.71,5.43,4.68,4.84,5.33,5.48,5.84,6.4,6.3,6.85,7.35,7.44,8.36,8.73,9.08,9.22,9.03,9.46,9.92,10.12,10.42,11.16,37.09024,-95.712891
